calibration_id,model,item_id,candidate_hash,q_ensemble,human1_score,human2_score,human3_score,human_mean
CAL-051,omnivinci,video_0148,b6b9ec82f34f1c9ef472d0f1c59fdc949ef0b796495c486aafc2aab883cd9345,25.0,25,25,50,33.333333333333336
CAL-052,gemini_3_pro_preview,video_0098,7552aff361022e81cf7f6f2fa4c5fe83ead85525c05644bcfc8888e3182a1a59,25.0,25,0,25,16.666666666666668
CAL-053,vita_1_5,video_0116,cdb5891347c43980822957fa78f35e985780de5b69e8b9725bf90475b4208bd5,100.0,0,25,0,8.333333333333334
CAL-054,qwen3_omni_thinking,video_0055,e4f7c8accd4db51b43863a0b7b81f20a27c80e408a0165aca80bd74a6d52f233,83.33333333333333,100,100,75,91.66666666666667
CAL-055,gemini_2_5_pro,video_0183,bb5af6b12740199a529d67e2e09af0d025eafbdfd5d46a906eba3ab7d5459919,0.0,0,0,0,0.0
CAL-056,gemini_3_pro_preview,video_0055,9f6147028db234a515acdee9ff44d6380ba741f281ab736ca1c066d103db4782,0.0,0,25,25,16.666666666666668
CAL-057,qwen3_omni_thinking,video_0132,89eab009ec4e20a041339b136fb5c091e8c1710ece2e0174d45f7840cce97e84,91.66666666666667,100,100,100,100.0
CAL-058,qwen3_omni,video_0184,06cc4f2ec1d40261b3b7d618a43216a6bc6de0c8d63fd50123bc4618082a9701,83.33333333333333,0,25,0,8.333333333333334
CAL-059,gemini_2_5_pro,video_0093,3ee7ae7e3a80d61450929c3b46091bf6555fe4c9f306d951e0598a3e84b537d4,16.666666666666668,0,0,25,8.333333333333334
CAL-060,qwen2_5_omni,video_0194,5d9921a7f94a1695f4f9dd4d3e52ad0d965b5ce09444daef4e87d04ae1cf7632,16.666666666666668,25,0,0,8.333333333333334
CAL-061,gemini_2_5_flash,video_0174,4a49227998dc5388a5a206123cef327e4c5f1e3b7613038f754d69976d9796eb,0.0,0,0,0,0.0
CAL-062,gemini_2_5_pro,video_0176,8d494938264d03ffb79bfb1b73d10e6e2a83693307aeea0a086b80080d1defc9,0.0,0,25,0,8.333333333333334
CAL-063,qwen3_omni,video_0113,a761671a0e60efd998e521d821a87c4239d42ef4d2eafdbe5b575e9b5a00f40d,91.66666666666667,100,75,100,91.66666666666667
CAL-064,vita_1_5,video_0158,731e80d8be2fc84d52d42bfddac25b31be3931a59a3862929a8248c7599f0711,0.0,25,0,25,16.666666666666668
CAL-065,vita_1_5,video_0028,4ea3589f766fcb642897fa7cbd6acd7f2891ce8d9c43551f0da5e7327c7b714f,50.0,0,0,0,0.0
CAL-066,baichuan_omni_1_5,video_0140,b7eeb7ad9e55748dabcdc6108f24f85d6d66052e9ad41d8b7c13ddcc7c09b7a3,58.333333333333336,0,25,25,16.666666666666668
CAL-067,qwen3_omni_thinking,video_0161,d22847c6d3a2c2f4891592ee59e3cd809ee2dd97674d81b7e84b691fa390aeb3,50.0,25,0,25,16.666666666666668
CAL-068,vita_1_5,video_0039,058978bc75af7d7bd972ff716057253dafd63790bbe700e491f84763b6800486,58.333333333333336,25,0,25,16.666666666666668
CAL-069,qwen3_omni,video_0176,bad8c5bcfc1054030289019ce77e59167d88192ca80c6d276dd18f942a0f6694,100.0,0,25,0,8.333333333333334
CAL-070,omnivinci,video_0028,5e2055a84123c2eb2c78b42a8f4293c82f007ad1972b315fde2c01992c18fa48,16.666666666666668,25,25,0,16.666666666666668
CAL-071,qwen3_omni_thinking,video_0077,437fa248c40508f8ad1b698629b05519f9654c0c7b965a3ce84265c459cfac4a,25.0,25,25,0,16.666666666666668
CAL-072,gemini_2_5_flash,video_0032,45625d4a478affa8de2be9ca36ea2dbf1e7152e2d430a49fbbe7651cd03b530a,0.0,0,0,0,0.0
CAL-073,qwen2_5_omni,video_0097,f018b67a860ecad4bf3196afe41bfb27c460d58290ae9117acd41f8373df891c,8.333333333333334,50,25,75,50.0
CAL-074,omnivinci,video_0053,c767a3f7c7951e661c63c74e94ebfb7566b80797463b34c60d265f247088c659,58.333333333333336,75,50,75,66.66666666666667
CAL-075,gemini_3_flash_preview,video_0184,90008d0bdb7e353a5f1ba5e46d9b1053a926334b7b5a90765866e77f1e5dd0ea,0.0,0,0,0,0.0
CAL-076,gemini_2_5_pro,video_0053,774985ea2eb38d0033b63aa87bda99a532ad2ec657c28c0f173b45a7ac580004,8.333333333333334,0,0,25,8.333333333333334
CAL-077,vita_1_5,video_0115,00ef3139d9bc49a3e996cc69592871b9acebcd8ea98bf12e6b45694ca96048a6,58.333333333333336,0,25,25,16.666666666666668
CAL-078,gemini_2_5_pro,video_0139,0e63f80890a93ba7b3b9c074002251aa6c38277cac8d0728dc1f85f297f0a904,16.666666666666668,0,25,0,8.333333333333334
CAL-079,qwen3_omni_thinking,video_0176,92e2f46a3205f6e2ba4f85b1fe0894f0925b8b1602bfbd9b8a5d6b78e0aa6745,83.33333333333333,100,100,100,100.0
CAL-080,gemini_2_5_flash,video_0093,6b41b87e2e976279422195bbba8ffcb8f91e3c0380b9d97131a936d8a9f647a8,50.0,25,50,25,33.333333333333336
CAL-081,omnivinci,video_0143,c3c74f0f2c662788a15ce143c18925fa7625921459fc2f0ff3f1f7dd31629ae5,33.333333333333336,25,50,50,41.666666666666664
CAL-082,omnivinci,video_0129,10b5fa7166e605fc16afd80b367a04f012d95096080e7da0589b846cb654e4b1,0.0,0,25,25,16.666666666666668
CAL-083,omnivinci,video_0112,6a2334ae8228724ca337935d09fc077fcdc74a067e6983b34f28b08a94edc6ad,16.666666666666668,0,0,0,0.0
CAL-084,omnivinci,video_0051,4ce56a762170fd0b62b97936e48357a7008024cfd9d67e09f77c19d62de72f1b,33.333333333333336,25,0,50,25.0
CAL-085,gemini_3_pro_preview,video_0111,bd26c8d312ce9c9b82e6798578e149159ebf6f87b4c7e69e43874d95b3aa78da,0.0,0,25,0,8.333333333333334
CAL-086,baichuan_omni_1_5,video_0188,373aa3952f171049095b5f4c01c35eaf575a52d8cf836fe0bddbab53cb4c4f2f,0.0,0,25,25,16.666666666666668
CAL-087,qwen2_5_omni,video_0089,64f305081298903489d271a73c0d136986077b78d3a1a2ac1625a49a754318a1,50.0,0,0,25,8.333333333333334
CAL-088,qwen2_5_omni,video_0157,c375c37e48e2458e2630caa41e2d7bd0b6393879c0bb019f475f6b903b1450d9,50.0,0,25,25,16.666666666666668
CAL-089,omnivinci,video_0145,4719fd62855d48f907754184169ef3213229dc9fd04fbf1e9bcdf30c016b2b62,100.0,100,100,75,91.66666666666667
CAL-090,qwen2_5_omni,video_0174,f3f3ea5fc6719bf18494bbb953e67d7427226412ab651f1ce1899de1482b93cd,25.0,0,0,0,0.0
CAL-091,baichuan_omni_1_5,video_0117,8794b2a66bcbb83be821b6f62d8c1d572a897f0a57a77ba1ba9b4992fc233021,25.0,25,25,0,16.666666666666668
CAL-092,qwen2_5_omni,video_0170,6fce71ea073a0573e1ac9dda3c7fb58ebc4246bb484ac05565ac7275efc9ee1b,58.333333333333336,100,50,75,75.0
CAL-093,baichuan_omni_1_5,video_0001,49417a4db2a6f5ef785ae208c776077b424ab7cd31ce979e845e232235cdbef1,8.333333333333334,0,0,0,0.0
CAL-094,qwen2_5_omni,video_0056,97c5e748b87c85178b2f8b59b5db33aabe62cf8c4a48ecfdb889c319fe34f313,41.666666666666664,0,25,0,8.333333333333334
CAL-095,gemini_3_flash_preview,video_0140,f60664eeb73da15e145d56fd2820db1e0c51c63ec4b0dec0ab727242ddad6142,16.666666666666668,25,0,0,8.333333333333334
CAL-096,baichuan_omni_1_5,video_0118,3ac5ef63865d2af66185a61706922c7ef0a26210cd4d2c586152ac94bb5a3463,0.0,25,25,0,16.666666666666668
CAL-097,qwen2_5_omni,video_0140,3645fe23f9c16620a55fc3c410480e9330fd1c47f74d4d88d7cc5b26f295cdd1,0.0,0,25,0,8.333333333333334
CAL-098,vita_1_5,video_0124,f367209fe9b8837e2de4d6e02d9d819ca1191e6be44ae68a1511dfc43e5894b7,91.66666666666667,0,0,25,8.333333333333334
CAL-099,qwen2_5_omni,video_0186,e78fc4aa2a95dea51fa43ea60e323e037c8a5462dd7a4a1d13b49d3017f2e130,33.333333333333336,25,25,0,16.666666666666668
CAL-100,vita_1_5,video_0166,026e4eb23931e2704f9ab2646db6aadc9be9aaca5e9d3f3ce8f2048bf11260f3,100.0,25,25,0,16.666666666666668
CAL-101,gemini_2_5_flash,video_0001,58ad14fe9de83fe228d3e8c7a8ed4978e36034abc4cc6003db00ba0d10cf6e3a,41.666666666666664,50,25,75,50.0
CAL-102,gemini_3_flash_preview,video_0020,b16243a7aedcb5a8e7a6a5288be2e7d82af7e42ee5958c3de7a27ac6e07bcb34,0.0,0,0,0,0.0
CAL-103,qwen3_omni_thinking,video_0018,13b2a3f70c8549dcae13f35d012f0d209bdeb18dc70df7cce4056874e8b05c16,25.0,25,25,25,25.0
CAL-104,gemini_2_5_flash,video_0034,441a25c4cc0b514de71065af85c7f021b956d53a42a4a5d7e2fab4e3aa6a5a56,0.0,0,25,0,8.333333333333334
CAL-105,qwen2_5_omni,video_0105,5645bcfd17bb6e1f4cd40737d6917da03c16aed1dbde28080ee7920375a3edf3,8.333333333333334,50,25,25,33.333333333333336
CAL-106,omnivinci,video_0118,108cf97d927cb93190832b76881a3f7848cd3abe98589328d8b1516870908657,58.333333333333336,25,50,25,33.333333333333336
CAL-107,qwen3_omni,video_0014,343ee60c7ec7221e85a58b5a879417338f5dd8384ac356108644db448c85b653,16.666666666666668,25,50,25,33.333333333333336
CAL-108,gemini_3_flash_preview,video_0026,1043fea68148d638b8c94c1bf7ca91efeadb00bd54fd5e1dd442bc6fccd7573f,0.0,0,0,0,0.0
CAL-109,gemini_3_pro_preview,video_0090,c405d4638757df176cd3a7ac0351d5b9d092cf29c8e61bac3f1d42a226288289,58.333333333333336,25,50,25,33.333333333333336
CAL-110,gemini_3_flash_preview,video_0138,5f312b9c86fc634e5a7ee409719956b6f170ac4a0674644baa14f854217928fc,33.333333333333336,25,25,25,25.0
CAL-111,gemini_3_flash_preview,video_0101,7c9c1175f6a49e06b09c3cf162c0d0ef7dc2888f8897387a1923f9e19a66d223,0.0,0,0,0,0.0
CAL-112,gemini_2_5_pro,video_0198,cd255d54154099d00db030186155d876f985de87020882c67276e4c23d59b599,0.0,0,0,0,0.0
CAL-113,qwen3_omni,video_0171,28944e5fde0551e9983e5efbdbefd8fbeb06ad328ce69901c01b20f219fb8511,16.666666666666668,75,50,25,50.0
CAL-114,qwen2_5_omni,video_0053,a7ebbad3c3d7b75b17d7e50879db9c5e03f01a8d4bb6333434de444d38981ddf,50.0,75,75,50,66.66666666666667
CAL-115,qwen2_5_omni,video_0118,16da42391ee7e2a739d95caf813c2c896a3efb910c6d7378f31e0253b836b9a3,8.333333333333334,25,25,25,25.0
CAL-116,gemini_2_5_pro,video_0086,e5d6938906015d0aff062951f690a15924414b5d024c7fe05a74c89faa5df880,0.0,0,0,0,0.0
CAL-117,gemini_2_5_flash,video_0150,82ec49498f690f3b19d99939176bbd991060c1a59c337d474a6e943c7eac5c30,0.0,0,0,0,0.0
CAL-118,gemini_3_pro_preview,video_0194,4dd9fab903b9fad6eea1d7bffe2a2dece601d9145248eb4eac61aad10d10064c,16.666666666666668,25,25,0,16.666666666666668
CAL-119,qwen3_omni,video_0099,717140c3a52110afadb93dccb23f85bc68cf560f3f4c6bd15e8c07db91c432a1,66.66666666666667,75,50,100,75.0
CAL-120,qwen2_5_omni,video_0198,70a619acad92420ff9ebf327511a4d0989e1ddef162b5e852df44400781b229e,33.333333333333336,25,50,0,25.0
CAL-121,baichuan_omni_1_5,video_0147,e82983dfe50fa04a22964e3985e25ef564066b4f18f7b1d299d9c716a1eea1b8,0.0,0,25,0,8.333333333333334
CAL-122,gemini_2_5_flash,video_0144,a0abfd2504e160305460f1b40750e64a8bb135330b1e5010d95713aafb5011b8,25.0,25,25,25,25.0
CAL-123,gemini_3_flash_preview,video_0050,a809e7d42ac5039ef0969f6d1eddc03a7b8d8490f823f755bb23038e3a0d98b4,0.0,0,25,0,8.333333333333334
CAL-124,qwen3_omni_thinking,video_0034,8889b533ae64e0f61ee879619aae83dfcbbbdfe082ffc6dcf810bb7b32110bd2,75.0,75,100,100,91.66666666666667
CAL-125,gemini_3_pro_preview,video_0037,58df650e62f7f42a3e24f4a547a7e0a8263e7df811a1ea170ddbfc422fd555af,33.333333333333336,25,50,25,33.333333333333336
CAL-126,vita_1_5,video_0018,e55eb68adc7dec2ed2f22629d6fe03df290fffd800d8c4625157d38ec3530a47,66.66666666666667,0,25,25,16.666666666666668
CAL-127,qwen3_omni,video_0200,7065b8ca0fd6d6830c491dc493a533f41ccda79719680ef8a3957bc16e0053bb,16.666666666666668,25,50,25,33.333333333333336
CAL-128,omnivinci,video_0160,4b1b06fdf8d2b4c0227161461d52ae0828020ac2a8e45b6d40726ab76af46feb,41.666666666666664,25,0,50,25.0
CAL-129,vita_1_5,video_0057,be7f98586cafc24c4873b61f3155534c82b40137cb60eff962d22711e2d529d6,41.666666666666664,0,0,25,8.333333333333334
CAL-130,baichuan_omni_1_5,video_0145,762e5e7c5c5a491a990d10ce9cfb5ae5c882eca3a63f52e272bc0012c6b0b4f8,25.0,0,25,25,16.666666666666668
CAL-131,vita_1_5,video_0170,f89a8184ab57a525fb01bb4e3d341c52be56a4dac29b1642573a430562e33b19,25.0,25,0,0,8.333333333333334
CAL-132,gemini_2_5_flash,video_0161,d509189c1e4b2acc1504a8c53059a5cd138cf72316eff29ac60ce4182bbd9142,33.333333333333336,25,0,25,16.666666666666668
CAL-133,qwen3_omni,video_0105,58199522efc24ee8df64e0f79138c1fa043f3c264a24d26f67f80af7996fa4ac,100.0,100,100,100,100.0
CAL-134,vita_1_5,video_0143,fd82468482f9c8ba70165287fdea7022a15f6e044cb499bb24fdf0955c7da6e6,25.0,0,0,25,8.333333333333334
CAL-135,vita_1_5,video_0169,e16a68ea8edb89d912f4e657f780e1c492505e710c2c468aa507e2b50ec5740f,100.0,25,0,0,8.333333333333334
CAL-136,qwen3_omni,video_0157,f69d7616e7806f5dfa3f3668ea015f8b46706b16cb4def97af2da22b23f4a091,16.666666666666668,75,75,50,66.66666666666667
CAL-137,gemini_3_flash_preview,video_0011,ab55e5dab003ba1bf6ebe8f5bbb7201c6b6412569f776d2064224f3de04dc5a7,0.0,0,0,0,0.0
CAL-138,gemini_2_5_pro,video_0089,c5ed32f2eaccc7ea3bfff28d1c3d51a1fb28f29070284406f1b7ca32d8e96cd9,0.0,0,0,0,0.0
CAL-139,qwen2_5_omni,video_0190,dc3ad4fb5e3db68cd441300d42e79d3944432a0349d72ffea50cb12d24dee95a,33.333333333333336,100,75,75,83.33333333333333
CAL-140,qwen3_omni,video_0159,2dc0be2d799eaca3b4b13f6ede0949a6c230c01ab4cb7543cb5b44900edbb8dd,66.66666666666667,50,75,75,66.66666666666667
CAL-141,omnivinci,video_0187,546a187ef13130b703794a06c7dcc7273e7312808f8433ab837053e1cc77b4f2,0.0,0,0,0,0.0
CAL-142,omnivinci,video_0157,58ac9c8ab6c2219d5bcfa15dd48f580b1f2e44e36868aead111ae2500decdec9,16.666666666666668,25,0,25,16.666666666666668
CAL-143,baichuan_omni_1_5,video_0174,682e30db540beb0d58d04ced24fad817e27d07e535201b555afad267d6a321d0,58.333333333333336,0,0,25,8.333333333333334
CAL-144,gemini_2_5_flash,video_0189,58a5c038371a53b094b00b87d116e6927d0497159acfc37fe2a07f71963ba07a,0.0,0,25,0,8.333333333333334
CAL-145,qwen2_5_omni,video_0149,f45a6371c5ac8483cf92838283db138e1a60f802d29c25e42b027cca3400e6e7,25.0,25,0,0,8.333333333333334
CAL-146,gemini_3_pro_preview,video_0158,b5fe35cea39587e0737484bb65b808bf0e1771b6fc5136fc952ec2b687743eb4,16.666666666666668,0,25,25,16.666666666666668
CAL-147,qwen3_omni,video_0090,87ff3cb0e1fa5b7aa958210f795eb6e7994ba4fb953d8376ee646dd8a63a4c65,83.33333333333333,0,25,25,16.666666666666668
CAL-148,qwen3_omni_thinking,video_0195,ea63a72c4cb0314c4a97fd6567b722b496635cb712b828e895cd0057f3120983,8.333333333333334,25,0,25,16.666666666666668
CAL-149,gemini_2_5_flash,video_0098,617b6e33e87feb1d2bb0862601a1e8902286899369e037fe7b5b9190bb178f3d,25.0,25,25,0,16.666666666666668
CAL-150,qwen2_5_omni,video_0200,dca7c687705e8347faca32d74ee5ee008849cfd66c194a1fcb754fa85c4b3cb4,50.0,25,0,0,8.333333333333334
CAL-151,qwen3_omni_thinking,video_0092,3caccd0fb7b522cfc3afa76106a7fabdb3c127163f39ecf9bacd2573d5fef5c1,100.0,100,75,75,83.33333333333333
CAL-152,gemini_2_5_pro,video_0002,282c0dd7f2b803c2007cc668b501629dc32f972383489c1c7e0839c62f5a9c37,41.666666666666664,50,50,0,33.333333333333336
CAL-153,gemini_2_5_flash,video_0026,6d2040d168277b495264a903da53326403b5ca69bd101ed731b31ae9d9497fbb,8.333333333333334,0,0,25,8.333333333333334
CAL-154,gemini_3_pro_preview,video_0001,e798f49b68300b51ab281e31d34378e02101d9eec26bb8bda317fdf97fc5b4a1,25.0,25,0,25,16.666666666666668
CAL-155,gemini_2_5_pro,video_0040,33eb11b2a8b576f9a61762ceb114a9307361be194fe79d521d45759dd7bfacf0,0.0,0,0,0,0.0
CAL-156,qwen2_5_omni,video_0176,b255dd8d23c0fe042a459cf1c8970d524cc2b7b31275dd22d93fa14eb08eacb3,58.333333333333336,75,50,75,66.66666666666667
CAL-157,omnivinci,video_0185,237b2ecea5f70ae815b0e8308783570e20f6cd3959b1a2cb49bc439101ce3ba2,33.333333333333336,25,25,25,25.0
CAL-158,gemini_2_5_pro,video_0056,2db8c36d240fe6fd81a2b039a69a113fca158cb308f292be57530809f15ef4e6,0.0,0,0,0,0.0
CAL-159,qwen3_omni,video_0086,4895c6796dd77bd255aa7952aeac818f5d49c826dcee0bf9948b9eab7cfbcefa,58.333333333333336,25,25,25,25.0
CAL-160,vita_1_5,video_0055,3aea595aebe9731489d733ada14841ef47f598843f7d6832736d09a0fbe22689,91.66666666666667,25,25,0,16.666666666666668
CAL-161,qwen3_omni_thinking,video_0158,ff700a5d137a601b45b1d30aaec0c6a558b04ba7b50e515c5fdcd7169b202097,50.0,25,50,25,33.333333333333336
CAL-162,gemini_2_5_flash,video_0105,1724c2c65886af23a79a206572ef734b3f302ae9d3c71d96711ff259ac62a899,0.0,0,0,0,0.0
CAL-163,qwen3_omni_thinking,video_0056,fbf385a7ea0699fa99ac91b62b7a5246843db2159e65840d36cec0e3945d50f9,25.0,75,100,75,83.33333333333333
CAL-164,gemini_3_pro_preview,video_0198,8da3b1a09ede4cf5d317ac66d9ccd08fb324d19083775e2552ba12309e167eb5,16.666666666666668,50,75,50,58.333333333333336
CAL-165,qwen3_omni_thinking,video_0086,7c5572d8df4220f1204f9085afdde1ce199e15e8e9dae85e97dd7e4fd8328252,50.0,25,0,25,16.666666666666668
CAL-166,gemini_2_5_pro,video_0172,0ff8a77d65a01c28b7dc6ac0700533f56a04cf754a5fb8ddd19f57ed9849c92a,50.0,50,50,25,41.666666666666664
CAL-167,qwen2_5_omni,video_0124,5dedf96ea497e245b45c2ccb335e09683e30f21dc4cff43e46a2f6f17290e6fd,50.0,0,0,0,0.0
